,value,total_seconds,type,date
16772,Git Config,75.41400003433228,languages,2018-02-11
16773,Other,20.300000190734863,languages,2018-02-11
16774,Objective-C,10.842999935150146,languages,2018-02-11
16775,Git,0.04399991035461426,languages,2018-02-11
16779,C++,15020.823997735977,languages,2018-02-24
16780,CMake,2266.496999979019,languages,2018-02-24
16781,C,1545.3090016841888,languages,2018-02-24
16782,Markdown,684.3719997406006,languages,2018-02-24
16783,Text,586.6230006217957,languages,2018-02-24
16784,Other,42.052000284194946,languages,2018-02-24
16785,Objective-C,1.8839998245239258,languages,2018-02-24
16788,C++,7887.3749833106995,languages,2018-02-18
16789,C,3309.625000476837,languages,2018-02-18
16790,CMake,1789.0129563808441,languages,2018-02-18
16791,Markdown,637.532999753952,languages,2018-02-18
16792,Text,463.54799914360046,languages,2018-02-18
16793,Git,246.64306092262268,languages,2018-02-18
16797,C#,6309.895587444305,languages,2018-02-21
16798,YAML,3346.226097345352,languages,2018-02-21
16799,C++,1928.952000617981,languages,2018-02-21
16800,Markdown,1804.392292022705,languages,2018-02-21
16801,C,1017.4769992828369,languages,2018-02-21
16802,Python,526.7849998474121,languages,2018-02-21
16803,CSHTML,439.007999420166,languages,2018-02-21
16804,JSON,292.73361110687256,languages,2018-02-21
16805,Git Config,58.23299956321716,languages,2018-02-21
16806,Text,30.20300006866455,languages,2018-02-21
16807,Other,26.59841299057007,languages,2018-02-21
16808,Objective-C,3.5820000171661377,languages,2018-02-21
16809,Docker,0.20000004768371582,languages,2018-02-21
16810,Git,0.1770000457763672,languages,2018-02-21
16820,C#,18894.597999811172,languages,2018-02-26
16821,C++,6021.436000347137,languages,2018-02-26
16822,Markdown,1572.4600005149841,languages,2018-02-26
16823,C,515.9749991893768,languages,2018-02-26
16824,CMake,310.2779998779297,languages,2018-02-26
16825,Text,29.442000150680542,languages,2018-02-26
16826,Objective-C,10.117000102996826,languages,2018-02-26
16827,Other,2.4110000133514404,languages,2018-02-26
16828,JSON,0.5869998931884766,languages,2018-02-26
16833,C++,14813.270000219345,languages,2018-06-28
16834,Markdown,1907.6679999828339,languages,2018-06-28
16835,Other,1836.6479995250702,languages,2018-06-28
16836,Text,1102.3609991073608,languages,2018-06-28
16837,Python,868.853000164032,languages,2018-06-28
16838,YAML,758.7949998378754,languages,2018-06-28
16839,C,670.2430007457733,languages,2018-06-28
16840,C#,119.1830005645752,languages,2018-06-28
16841,CMake,109.58200001716614,languages,2018-06-28
16842,TeX,14.352999925613403,languages,2018-06-28
16843,Protocol Buffer,0.1770000457763672,languages,2018-06-28
16844,Bash,0.04700016975402832,languages,2018-06-28
16845,Batchfile,0.010999679565429688,languages,2018-06-28
16854,C#,9888.167999982834,languages,2018-06-13
16855,Other,7994.763999700546,languages,2018-06-13
16856,Markdown,21.127000093460083,languages,2018-06-13
16860,Python,15804.253999710083,languages,2018-06-20
16861,Bash,325.30926299095154,languages,2018-06-20
16862,JavaScript,34.66700005531311,languages,2018-06-20
16863,Markdown,0.0,languages,2018-06-20
16869,Python,2826.757000207901,languages,2018-06-30
16870,JSON,1026.1779999732971,languages,2018-06-30
16871,Markdown,652.6139998435974,languages,2018-06-30
16874,C#,9642.108000040054,languages,2018-06-15
16875,Python,5821.548999786377,languages,2018-06-15
16876,Other,1324.9986908435822,languages,2018-06-15
16877,XML,757.2449998855591,languages,2018-06-15
16878,Markdown,188.77800035476685,languages,2018-06-15
16879,YAML,34.46199989318848,languages,2018-06-15
16880,JSON,24.56235909461975,languages,2018-06-15
16890,C#,5785.3649995327,languages,2018-06-19
16891,Python,3032.4469997882843,languages,2018-06-19
16892,JSON,2797.404999732971,languages,2018-06-19
16893,JavaScript,1305.9811692237854,languages,2018-06-19
16894,Markdown,1026.4120001792908,languages,2018-06-19
16895,Text,118.27983093261719,languages,2018-06-19
16896,Other,27.72100019454956,languages,2018-06-19
16897,Protocol Buffer,11.29200029373169,languages,2018-06-19
16898,YAML,1.1739997863769531,languages,2018-06-19
16899,Git Config,0.2519998550415039,languages,2018-06-19
16909,C#,7546.690379142761,languages,2018-06-18
16910,Python,5802.06760764122,languages,2018-06-18
16911,Markdown,1317.9910006523132,languages,2018-06-18
16912,Git,808.8993918895721,languages,2018-06-18
16913,Image (png),269.6660029888153,languages,2018-06-18
16914,JSON,64.09199976921082,languages,2018-06-18
16915,YAML,59.043999671936035,languages,2018-06-18
16916,Other,30.10161828994751,languages,2018-06-18
16917,Text,6.7210001945495605,languages,2018-06-18
16926,C++,18729.265999794006,languages,2018-06-27
16927,Python,1754.0439999103546,languages,2018-06-27
16928,Markdown,1264.4249997138977,languages,2018-06-27
16929,Text,156.4940004348755,languages,2018-06-27
16930,Git Config,121.76200008392334,languages,2018-06-27
16931,C,62.10699963569641,languages,2018-06-27
16932,XML,45.58200025558472,languages,2018-06-27
16933,Other,2.369000196456909,languages,2018-06-27
16934,Git,1.008000135421753,languages,2018-06-27
16935,YAML,0.2539999485015869,languages,2018-06-27
16941,Python,21927.27849817276,languages,2018-06-16
16942,YAML,1851.228502035141,languages,2018-06-16
16943,Markdown,545.6080000400543,languages,2018-06-16
16944,Git Config,7.228999853134155,languages,2018-06-16
16945,Git,0.2910001277923584,languages,2018-06-16
16949,Python,5459.928471326828,languages,2018-06-04
16950,YAML,4724.403768062592,languages,2018-06-04
16951,Other,1572.8649997711182,languages,2018-06-04
16952,XML,1164.8150007724762,languages,2018-06-04
16953,HTML,1107.6889996528625,languages,2018-06-04
16954,C#,929.4240000247955,languages,2018-06-04
16955,Markdown,495.50400018692017,languages,2018-06-04
16956,Docker,154.69099974632263,languages,2018-06-04
16957,JavaScript,107.38299989700317,languages,2018-06-04
16958,JSON,5.802999973297119,languages,2018-06-04
16966,Python,1528.2100002765656,languages,2018-06-14
16967,Other,626.930999994278,languages,2018-06-14
16968,C#,441.03599977493286,languages,2018-06-14
16969,Markdown,0.0,languages,2018-06-14
16974,C#,1170.8258781433105,languages,2018-06-05
16975,Other,196.02599954605103,languages,2018-06-05
16976,XML,79.64600038528442,languages,2018-06-05
16977,YAML,0.0,languages,2018-06-05
16978,Bash,0.0,languages,2018-06-05
16979,Assembly,0.0,languages,2018-06-05
16980,Python,0.0,languages,2018-06-05
16989,C++,7626.944000959396,languages,2018-06-26
16990,Python,2403.1099486351013,languages,2018-06-26
16991,C#,1948.952561378479,languages,2018-06-26
16992,Bash,1596.3664860725403,languages,2018-06-26
16993,Go,756.081964969635,languages,2018-06-26
16994,CMake,703.8090000152588,languages,2018-06-26
16995,Text,596.3399994373322,languages,2018-06-26
16996,C,589.2979996204376,languages,2018-06-26
16997,Other,577.9180510044098,languages,2018-06-26
16998,JSON,284.57169699668884,languages,2018-06-26
16999,Makefile,146.66200518608093,languages,2018-06-26
17000,YAML,61.60200023651123,languages,2018-06-26
17001,Markdown,55.62100005149841,languages,2018-06-26
17002,XML,33.02424383163452,languages,2018-06-26
17003,Docker,2.1399998664855957,languages,2018-06-26
17004,Git Config,0.8819999694824219,languages,2018-06-26
17020,C#,4325.171000242233,languages,2018-06-08
17021,Markdown,330.0549998283386,languages,2018-06-08
17022,Other,136.93139386177063,languages,2018-06-08
17027,C#,8057.10983300209,languages,2018-06-07
17028,Markdown,627.4669997692108,languages,2018-06-07
17029,C++,553.9190001487732,languages,2018-06-07
17030,Git Config,268.79016733169556,languages,2018-06-07
17031,Other,194.11199975013733,languages,2018-06-07
17032,XML,93.49000024795532,languages,2018-06-07
17033,Git,0.13899970054626465,languages,2018-06-07
17041,C#,1705.0169999599457,languages,2018-06-21
17042,Python,1616.0320000648499,languages,2018-06-21
17043,Markdown,563.5780889987946,languages,2018-06-21
17044,Bash,270.9534389972687,languages,2018-06-21
17045,JSON,91.51099967956543,languages,2018-06-21
17046,Other,1.3540003299713135,languages,2018-06-21
17055,C#,2478.3979992866516,languages,2018-06-22
17056,Markdown,766.6189999580383,languages,2018-06-22
17057,CSHTML,492.9429998397827,languages,2018-06-22
17058,Python,238.44899988174438,languages,2018-06-22
17059,YAML,76.69400024414062,languages,2018-06-22
17060,Protocol Buffer,62.06800031661987,languages,2018-06-22
17061,Batchfile,53.55299997329712,languages,2018-06-22
17062,Bash,12.065000057220459,languages,2018-06-22
17063,Other,11.916000127792358,languages,2018-06-22
17064,JSON,5.4710001945495605,languages,2018-06-22
17071,Python,12274.775998830795,languages,2018-06-24
17072,XML,2551.541000843048,languages,2018-06-24
17073,Markdown,2433.305000066757,languages,2018-06-24
17074,Other,255.08699989318848,languages,2018-06-24
17075,JSON,82.1399998664856,languages,2018-06-24
17076,Git Config,78.78200030326843,languages,2018-06-24
17077,YAML,37.81500005722046,languages,2018-06-24
17078,Text,32.08500027656555,languages,2018-06-24
17079,Git,7.315999746322632,languages,2018-06-24
17082,Python,8500.792000055313,languages,2018-06-03
17083,JSON,182.66999983787537,languages,2018-06-03
17084,Other,126.0050003528595,languages,2018-06-03
17085,INI,5.663999795913696,languages,2018-06-03
17088,C++,11826.511999607086,languages,2018-06-29
17089,Text,33.579999923706055,languages,2018-06-29
17090,C,30.040000200271606,languages,2018-06-29
17091,CMake,8.88100004196167,languages,2018-06-29
17094,C#,10894.066000461578,languages,2018-06-12
17095,Other,6338.532999515533,languages,2018-06-12
17098,C#,8005.463000059128,languages,2018-06-25
17099,XML,210.67500042915344,languages,2018-06-25
17100,Other,190.68499994277954,languages,2018-06-25
17101,Python,20.569999933242798,languages,2018-06-25
17102,JSON,2.432999849319458,languages,2018-06-25
17103,YAML,1.7350001335144043,languages,2018-06-25
17104,Markdown,1.5169999599456787,languages,2018-06-25
17113,Python,17717.299987077713,languages,2018-06-01
17114,C#,3123.968761205673,languages,2018-06-01
17115,Other,707.0576400756836,languages,2018-06-01
17116,YAML,467.5553538799286,languages,2018-06-01
17117,Markdown,115.12499952316284,languages,2018-06-01
17118,XML,97.40501284599304,languages,2018-06-01
17119,CSV,16.71499991416931,languages,2018-06-01
17120,JSON,0.35900020599365234,languages,2018-06-01
17128,C#,10056.724999904633,languages,2018-06-06
17129,C++,3841.309829711914,languages,2018-06-06
17130,Other,426.0751712322235,languages,2018-06-06
17131,Markdown,367.58399987220764,languages,2018-06-06
17132,Git Config,84.86800026893616,languages,2018-06-06
17133,CMake,76.66800022125244,languages,2018-06-06
17134,Logos,67.10899996757507,languages,2018-06-06
17135,Text,22.452999591827393,languages,2018-06-06
17136,C,16.464999675750732,languages,2018-06-06
17137,Git,4.386999845504761,languages,2018-06-06
17138,Objective-C,0.023999691009521484,languages,2018-06-06
17144,Python,11082.54854130745,languages,2018-06-17
17145,YAML,2628.1874346733093,languages,2018-06-17
17146,Markdown,1794.3460001945496,languages,2018-06-17
17147,Git Config,46.568000078201294,languages,2018-06-17
17148,Git,0.0559999942779541,languages,2018-06-17
17152,C#,10777.075541257858,languages,2018-06-11
17153,Other,1542.735999584198,languages,2018-06-11
17154,Markdown,242.23045921325684,languages,2018-06-11
17155,C++,9.337999820709229,languages,2018-06-11
17163,YAML,5638.929154157639,languages,2018-09-11
17164,C#,2722.969081878662,languages,2018-09-11
17165,Other,2506.0740842819214,languages,2018-09-11
17166,Makefile,313.4032850265503,languages,2018-09-11
17167,Markdown,247.40899991989136,languages,2018-09-11
17168,JSON,75.72590208053589,languages,2018-09-11
17169,Git Config,74.15000009536743,languages,2018-09-11
17170,Docker,35.227566957473755,languages,2018-09-11
17171,Git,17.8989999294281,languages,2018-09-11
17180,Git Config,224.30835795402527,languages,2018-09-02
17181,Other,128.26500821113586,languages,2018-09-02
17182,Bash,123.38585305213928,languages,2018-09-02
17186,C#,0.018999814987182617,languages,2018-09-01
17189,C#,0.0,languages,2018-09-16
17192,Python,7272.973999738693,languages,2018-09-03
17193,Other,610.6388001441956,languages,2018-09-03
17194,SQL,2.763000011444092,languages,2018-09-03
17199,C#,578.7969996929169,languages,2018-09-07
17200,Markdown,5.381000280380249,languages,2018-09-07
17204,C#,4166.631456851959,languages,2018-09-12
17205,Other,1094.994999885559,languages,2018-09-12
17206,YAML,416.2679708003998,languages,2018-09-12
17207,Markdown,294.24157214164734,languages,2018-09-12
17208,Text,15.140999794006348,languages,2018-09-12
17209,XML,1.695000171661377,languages,2018-09-12
17210,JSON,0.2710001468658447,languages,2018-09-12
17214,C#,6876.181999921799,languages,2018-09-14
17215,Other,739.4619998931885,languages,2018-09-14
17216,Markdown,341.55200004577637,languages,2018-09-14
17217,JSON,108.27499985694885,languages,2018-09-14
17222,C#,5931.472296237946,languages,2018-09-05
17223,Markdown,1196.745999097824,languages,2018-09-05
17224,Other,745.0390729904175,languages,2018-09-05
17225,Python,665.8327038288116,languages,2018-09-05
17226,Text,234.81774592399597,languages,2018-09-05
17227,YAML,118.51360201835632,languages,2018-09-05
17228,Protocol Buffer,0.5310001373291016,languages,2018-09-05
17236,C#,6616.709000825882,languages,2018-09-06
17237,Markdown,473.8519995212555,languages,2018-09-06
17238,JSON,431.84299969673157,languages,2018-09-06
17239,TypeScript,114.97000002861023,languages,2018-09-06
17244,C#,5945.421000003815,languages,2018-09-10
17245,Markdown,453.01775908470154,languages,2018-09-10
17246,Other,143.71199989318848,languages,2018-09-10
17247,JSON,11.514000177383423,languages,2018-09-10
17248,Debian Sourcelist,0.0,languages,2018-09-10
17254,C#,7477.412963151932,languages,2018-09-13
17255,Other,1448.4059991836548,languages,2018-09-13
17256,YAML,1095.281001329422,languages,2018-09-13
17257,Markdown,500.4909999370575,languages,2018-09-13
17258,Debian Sourcelist,379.20003604888916,languages,2018-09-13
17259,JSON,60.46500015258789,languages,2018-09-13
17260,XML,0.22900009155273438,languages,2018-09-13
17266,Text,0.0,languages,2018-09-17
17269,C#,20981.84099960327,languages,2018-09-04
17270,Markdown,306.8699998855591,languages,2018-09-04
17271,Other,300.0550796985626,languages,2018-09-04
17272,Python,103.79200005531311,languages,2018-09-04
17273,Protocol Buffer,20.32100009918213,languages,2018-09-04
17274,YAML,9.963999509811401,languages,2018-09-04
17275,JSON,2.9759998321533203,languages,2018-09-04
17276,Bash,0.16100001335144043,languages,2018-09-04
17277,Batchfile,0.012000083923339844,languages,2018-09-04
17288,C#,16814.763000249863,languages,2018-12-06
17289,Other,356.83399748802185,languages,2018-12-06
17290,JSON,6.920002222061157,languages,2018-12-06
17294,Other,118.56440806388855,languages,2018-12-24
17297,C#,16857.34099984169,languages,2018-12-02
17298,Other,77.53099918365479,languages,2018-12-02
17299,YAML,0.9639999866485596,languages,2018-12-02
17300,Markdown,0.4789998531341553,languages,2018-12-02
17301,Bash,0.17199993133544922,languages,2018-12-02
17304,C#,7506.838003396988,languages,2018-12-07
17305,Python,1649.2829978466034,languages,2018-12-07
17306,Text,1596.7440011501312,languages,2018-12-07
17307,Other,27.01199769973755,languages,2018-12-07
17312,C#,771.4979989528656,languages,2018-12-14
17315,CMake,3029.3820009231567,languages,2018-12-31
17316,C++,2176.5669980049133,languages,2018-12-31
17317,Other,1621.365002155304,languages,2018-12-31
17318,Markdown,823.0429999828339,languages,2018-12-31
17319,BibTeX,217.34500002861023,languages,2018-12-31
17320,C,9.292999982833862,languages,2018-12-31
17321,Text,2.509999990463257,languages,2018-12-31
17328,C#,2724.340000152588,languages,2018-12-12
17329,Other,169.0609986782074,languages,2018-12-12
17334,C#,0.0,languages,2018-12-21
17337,C#,6252.093999147415,languages,2018-12-01
17338,Markdown,1130.3188970088959,languages,2018-12-01
17339,YAML,870.3406574726105,languages,2018-12-01
17340,JSON,47.723000049591064,languages,2018-12-01
17341,Other,4.272000074386597,languages,2018-12-01
17342,Git Config,0.0,languages,2018-12-01
17348,C++,120.42199897766113,languages,2018-12-27
17349,Python,5.254999876022339,languages,2018-12-27
17350,Markdown,0.0,languages,2018-12-27
17357,Python,826.2380011081696,languages,2018-12-04
17358,Git Config,603.5802149772644,languages,2018-12-04
17359,C#,13.915000915527344,languages,2018-12-04
17365,C#,8135.971997499466,languages,2018-12-16
17366,Git Config,1271.8609991073608,languages,2018-12-16
17367,Other,683.7040026187897,languages,2018-12-16
17368,JSON,56.037999868392944,languages,2018-12-16
17369,Git,0.05600094795227051,languages,2018-12-16
17374,C#,438.8870027065277,languages,2018-12-11
17375,Other,124.1569983959198,languages,2018-12-11
17376,Python,46.095824003219604,languages,2018-12-11
17377,JSON,8.39599895477295,languages,2018-12-11
17378,YAML,0.0,languages,2018-12-11
17384,C#,1779.3750030994415,languages,2018-12-10
17385,Other,3.9579989910125732,languages,2018-12-10
17386,Git,0.0,languages,2018-12-10
17392,Python,3528.8439977169037,languages,2018-12-03
17393,YAML,672.6480011940002,languages,2018-12-03
17394,C#,311.0680010318756,languages,2018-12-03
17395,Git Config,0.0,languages,2018-12-03
17401,C#,0.0,languages,2018-12-18
17402,Text,0.0,languages,2018-12-18
17407,YAML,331.90880393981934,languages,2018-12-19
17408,Git Config,0.0,languages,2018-12-19
17412,C#,13680.805000782013,languages,2018-12-08
17413,Markdown,688.7250010967255,languages,2018-12-08
17414,JSON,355.35900020599365,languages,2018-12-08
17415,Other,12.848995685577393,languages,2018-12-08
17418,C++,360.97700214385986,languages,2018-12-23
17419,C,40.530998945236206,languages,2018-12-23
17420,CMake,0.0,languages,2018-12-23
17424,XML,0.0,languages,2018-12-22
17427,C#,3311.496896505356,languages,2018-12-09
17428,YAML,3088.95366024971,languages,2018-12-09
17429,JSON,1698.8388180732727,languages,2018-12-09
17430,Other,1408.0909960269928,languages,2018-12-09
17431,Markdown,1271.569000005722,languages,2018-12-09
17432,Bash,250.47244095802307,languages,2018-12-09
17433,XML,107.4251880645752,languages,2018-12-09
17434,Git Config,0.2720000743865967,languages,2018-12-09
17442,C#,6663.2850041389465,languages,2018-12-05
17443,Other,103.38999676704407,languages,2018-12-05
17446,C#,11445.132999897003,languages,2018-12-17
17447,Other,35.28200125694275,languages,2018-12-17
17450,C#,1072.9110040664673,languages,2018-12-13
17451,Other,31.041996955871582,languages,2018-12-13
17454,Other,0.0,languages,2018-12-28
17457,C#,992.338002204895,languages,2018-12-20
17460,C#,6803.314373493195,languages,2018-04-20
17461,Bash,952.9702889919281,languages,2018-04-20
17462,C++,751.1630418300629,languages,2018-04-20
17463,JSON,476.6819996833801,languages,2018-04-20
17464,Markdown,192.04800009727478,languages,2018-04-20
17465,Other,175.7469997406006,languages,2018-04-20
17466,CMake,118.52075219154358,languages,2018-04-20
17467,Git Config,0.0,languages,2018-04-20
17475,C#,8554.864725351334,languages,2018-04-25
17476,Python,1294.0729999542236,languages,2018-04-25
17477,XML,786.1230001449585,languages,2018-04-25
17478,Markdown,777.3892753124237,languages,2018-04-25
17479,Git Config,671.3651387691498,languages,2018-04-25
17480,JSON,472.35197854042053,languages,2018-04-25
17481,Other,132.22599959373474,languages,2018-04-25
17482,Protocol Buffer,31.038000106811523,languages,2018-04-25
17483,Batchfile,0.36300015449523926,languages,2018-04-25
17484,Git,0.03400015830993652,languages,2018-04-25
17494,C#,11291.954611063004,languages,2018-04-04
17495,Markdown,1642.7109997272491,languages,2018-04-04
17496,Git Config,890.6902158260345,languages,2018-04-04
17497,Protocol Buffer,844.2789998054504,languages,2018-04-04
17498,JSON,566.2889993190765,languages,2018-04-04
17499,Other,172.87039017677307,languages,2018-04-04
17505,Python,17584.114366292953,languages,2018-04-23
17506,C#,1484.1849999427795,languages,2018-04-23
17507,Other,592.5804121494293,languages,2018-04-23
17508,Markdown,407.3467128276825,languages,2018-04-23
17509,Bash,299.1180531978607,languages,2018-04-23
17510,Git Config,81.13763380050659,languages,2018-04-23
17518,Python,9392.157000541687,languages,2018-04-18
17519,CSV,766.5779993534088,languages,2018-04-18
17520,YAML,0.04500007629394531,languages,2018-04-18
17521,C#,0.0,languages,2018-04-18
17527,C#,983.5220003128052,languages,2018-04-08
17528,Markdown,27.36899971961975,languages,2018-04-08
17529,Other,0.13899993896484375,languages,2018-04-08
17532,Other,0.0,languages,2018-04-21
17535,Python,23187.979732513428,languages,2018-04-13
17536,C#,679.0030000209808,languages,2018-04-13
17537,Git Config,82.81263327598572,languages,2018-04-13
17538,Markdown,51.25399994850159,languages,2018-04-13
17539,Bash,41.77563405036926,languages,2018-04-13
17547,Python,3830.223999261856,languages,2018-04-30
17548,Other,2936.4439511299133,languages,2018-04-30
17549,C#,1365.3970000743866,languages,2018-04-30
17550,Bash,924.7870001792908,languages,2018-04-30
17551,Markdown,803.1280000209808,languages,2018-04-30
17552,Text,32.96499991416931,languages,2018-04-30
17553,YAML,19.497000217437744,languages,2018-04-30
17554,XML,2.2769999504089355,languages,2018-04-30
17555,Git Config,1.9270000457763672,languages,2018-04-30
17556,JSON,0.8980000019073486,languages,2018-04-30
17568,Python,22.957000017166138,languages,2018-04-22
17571,C#,19323.67799973488,languages,2018-04-05
17572,JSON,878.5459995269775,languages,2018-04-05
17573,Git,865.8355090618134,languages,2018-04-05
17574,Markdown,732.9760003089905,languages,2018-04-05
17575,Protocol Buffer,391.06699991226196,languages,2018-04-05
17576,YAML,78.73603105545044,languages,2018-04-05
17577,Other,20.580000400543213,languages,2018-04-05
17584,C#,6035.457639455795,languages,2018-04-24
17585,Python,5984.108160018921,languages,2018-04-24
17586,YAML,624.6579999923706,languages,2018-04-24
17587,Text,531.2135453224182,languages,2018-04-24
17588,Bash,453.8873839378357,languages,2018-04-24
17589,Markdown,146.132000207901,languages,2018-04-24
17590,Other,6.2790000438690186,languages,2018-04-24
17591,INI,2.438000202178955,languages,2018-04-24
17599,C#,550.7109999656677,languages,2018-04-10
17600,Text,88.88278698921204,languages,2018-04-10
17601,YAML,0.2200000286102295,languages,2018-04-10
17602,Other,0.08500003814697266,languages,2018-04-10
17608,C#,1352.0200006961823,languages,2018-04-07
17609,YAML,461.83968687057495,languages,2018-04-07
17610,Markdown,28.355000019073486,languages,2018-04-07
17611,JSON,27.04599952697754,languages,2018-04-07
17612,Other,0.0,languages,2018-04-07
17613,Bash,0.0,languages,2018-04-07
17619,Markdown,1964.454999923706,languages,2018-04-26
17620,C#,1380.4960000514984,languages,2018-04-26
17621,Python,847.1569998264313,languages,2018-04-26
17622,Bash,296.7061848640442,languages,2018-04-26
17623,Docker,32.60868692398071,languages,2018-04-26
17624,YAML,7.093000173568726,languages,2018-04-26
17625,JSON,6.581000089645386,languages,2018-04-26
17626,Other,0.437999963760376,languages,2018-04-26
17627,Text,0.0,languages,2018-04-26
17638,Python,4471.023999929428,languages,2018-04-12
17639,YAML,619.4148650169373,languages,2018-04-12
17644,Markdown,533.9392499923706,languages,2018-04-03
17645,YAML,184.5391480922699,languages,2018-04-03
17646,Text,39.743338108062744,languages,2018-04-03
17647,Git Config,0.0,languages,2018-04-03
17650,Python,14933.796946525574,languages,2018-04-16
17651,Markdown,1035.5823500156403,languages,2018-04-16
17652,C#,536.162999868393,languages,2018-04-16
17653,Text,251.86978602409363,languages,2018-04-16
17654,Other,232.7696499824524,languages,2018-04-16
17655,Bash,173.7710530757904,languages,2018-04-16
17656,Git Config,169.9760000705719,languages,2018-04-16
17657,YAML,39.551000118255615,languages,2018-04-16
17665,YAML,0.0,languages,2018-04-11
17668,Git,278.4027101993561,languages,2018-04-29
17669,YAML,0.0,languages,2018-04-29
17670,Python,0.0,languages,2018-04-29
17673,C#,5412.2150003910065,languages,2018-04-17
17674,Python,4094.613320827484,languages,2018-04-17
17675,Markdown,784.6450002193451,languages,2018-04-17
17676,YAML,271.521999835968,languages,2018-04-17
17677,C++,153.54767894744873,languages,2018-04-17
17678,Git Config,120.36305117607117,languages,2018-04-17
17679,Git,14.761843919754028,languages,2018-04-17
17680,Other,0.182999849319458,languages,2018-04-17
17690,C#,17395.13499855995,languages,2018-04-06
17691,Markdown,1812.961000919342,languages,2018-04-06
17692,Other,886.3060007095337,languages,2018-04-06
17693,YAML,189.40100002288818,languages,2018-04-06
17694,Protocol Buffer,19.97000002861023,languages,2018-04-06
17695,JSON,1.6600000858306885,languages,2018-04-06
17701,C#,14220.793083906174,languages,2018-04-19
17702,Other,688.1583893299103,languages,2018-04-19
17703,Text,490.25884890556335,languages,2018-04-19
17704,C++,423.3700671195984,languages,2018-04-19
17705,Markdown,113.89799976348877,languages,2018-04-19
17706,CSHTML,83.2039999961853,languages,2018-04-19
17707,YAML,45.15499973297119,languages,2018-04-19
17708,Debian Sourcelist,20.58878493309021,languages,2018-04-19
17709,Git Config,19.08300018310547,languages,2018-04-19
17710,Git,12.84499979019165,languages,2018-04-19
17711,JSON,6.252000093460083,languages,2018-04-19
17712,Python,6.104000091552734,languages,2018-04-19
17713,JavaScript,2.0940001010894775,languages,2018-04-19
17714,Bash,0.19000005722045898,languages,2018-04-19
17715,XML,0.11500000953674316,languages,2018-04-19
17727,Python,4141.502249479294,languages,2018-04-27
17728,C#,1236.825999736786,languages,2018-04-27
17729,Git Config,381.40245509147644,languages,2018-04-27
17730,Markdown,232.05999994277954,languages,2018-04-27
17731,XML,93.74499988555908,languages,2018-04-27
17732,JSON,29.6969997882843,languages,2018-04-27
17733,YAML,12.78329586982727,languages,2018-04-27
17734,JavaScript,0.6770000457763672,languages,2018-04-27
17735,Other,0.16300010681152344,languages,2018-04-27
17746,Python,2356.5650000572205,languages,2018-04-15
17750,C#,5133.092999696732,languages,2018-04-09
17751,Other,1480.8516445159912,languages,2018-04-09
17752,Markdown,1110.765715122223,languages,2018-04-09
17753,JSON,353.90999960899353,languages,2018-04-09
17754,Git,24.072160959243774,languages,2018-04-09
17755,YAML,1.0950002670288086,languages,2018-04-09
17756,Protocol Buffer,0.5039999485015869,languages,2018-04-09
17764,Python,3553.950999736786,languages,2018-08-23
17765,YAML,3124.410908460617,languages,2018-08-23
17766,C#,2794.091000556946,languages,2018-08-23
17767,Bash,1431.128965139389,languages,2018-08-23
17768,Markdown,1160.9589993953705,languages,2018-08-23
17769,Other,914.9641261100769,languages,2018-08-23
17770,JSON,747.6169998645782,languages,2018-08-23
17771,Docker,139.1110007762909,languages,2018-08-23
17772,CSV,94.42999982833862,languages,2018-08-23
17773,Git Config,64.43700003623962,languages,2018-08-23
17774,Git,1.2219998836517334,languages,2018-08-23
17786,C#,8013.430000066757,languages,2018-08-31
17787,Python,4235.842000007629,languages,2018-08-31
17788,YAML,90.47677540779114,languages,2018-08-31
17789,Markdown,80.60099959373474,languages,2018-08-31
17790,Other,0.4760000705718994,languages,2018-08-31
17791,Git Config,0.25099992752075195,languages,2018-08-31
17799,Python,8564.490000009537,languages,2018-08-29
17802,Python,9310.032574892044,languages,2018-08-22
17803,Bash,1958.467614889145,languages,2018-08-22
17804,Git Config,1234.0485470294952,languages,2018-08-22
17805,C,743.8580739498138,languages,2018-08-22
17806,Other,617.0428278446198,languages,2018-08-22
17807,Markdown,569.3199996948242,languages,2018-08-22
17808,Text,552.7488100528717,languages,2018-08-22
17809,JSON,391.56800055503845,languages,2018-08-22
17810,CSV,44.09499979019165,languages,2018-08-22
17811,C#,2.2340002059936523,languages,2018-08-22
17812,YAML,0.8360002040863037,languages,2018-08-22
17813,Git,0.023000001907348633,languages,2018-08-22
17823,C#,22185.773956537247,languages,2018-08-24
17824,Python,5769.908999919891,languages,2018-08-24
17825,Other,1935.4860446453094,languages,2018-08-24
17826,Markdown,1797.6545855998993,languages,2018-08-24
17827,Docker,765.4209997653961,languages,2018-08-24
17828,YAML,659.7309994697571,languages,2018-08-24
17829,C++,417.0369999408722,languages,2018-08-24
17830,Git,375.0994141101837,languages,2018-08-24
17831,Text,340.6520004272461,languages,2018-08-24
17832,CMake,201.91400003433228,languages,2018-08-24
17833,Git Config,2.5919997692108154,languages,2018-08-24
17834,JSON,0.4960000514984131,languages,2018-08-24
17848,C++,10210.19500041008,languages,2018-08-04
17849,Python,6021.9060978889465,languages,2018-08-04
17850,C#,3510.6280002593994,languages,2018-08-04
17851,Markdown,1603.452999830246,languages,2018-08-04
